Winning Bidder,Award Status,Issuing Authority,Tender / RfS Number,Tender Title,Technology,Awarded Capacity MW,Capacity MW,Storage MW,Storage MWh,Tariff,Tariff Unit,Tariff Type,Tariff Status,Award Date,LOA Date,PPA Date,PPA Tenure,Expected COD,Actual COD,COD Basis,COD Source,State,Procurer / Offtaker,Project / SPV,Consortium,Lead Member,Winner Count,Project Status,Tender Details,Business Eligibility,Date Basis,Source URL,Award URL,Source Type,Evidence,Confidence,Quality Grade,Freshness,First Seen,Last Checked,Last Verified,Tender Date,Tender Deadline,TenderKey,AwardID
KP Energy,Awarded,SECI,,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",Wind,,1200.0,,,,,,,2026-02-05,,,,2028-02-05,Unknown,Derived: 24 months from award (Wind),Derived from award date,,SECI,,KP Energy; Waaree; Purvah Green,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,Industry publication,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",Press report - verify,D,Fresh,,2026-09-12,,,,T-23a801be8353,T-23a801be8353-01
Waaree,Awarded,SECI,,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",Wind,,1200.0,,,,,,,2026-02-05,,,,2028-02-05,Unknown,Derived: 24 months from award (Wind),Derived from award date,,SECI,,KP Energy; Waaree; Purvah Green,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,Industry publication,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",Press report - verify,D,Fresh,,2026-09-12,,,,T-23a801be8353,T-23a801be8353-02
Purvah Green,Awarded,SECI,,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",Wind,,1200.0,,,,,,,2026-02-05,,,,2028-02-05,Unknown,Derived: 24 months from award (Wind),Derived from award date,,SECI,,KP Energy; Waaree; Purvah Green,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,Industry publication,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",Press report - verify,D,Fresh,,2026-09-12,,,,T-23a801be8353,T-23a801be8353-03
Engie,Awarded,NLC India,,"Engie, NLC, Rays Power Infra, Oriana Power Win SECI’s 1200 MW Solar Plus 3,600 MWh ESS Auction - Energetica India Magazine",Solar,,1200.0,,600.0,,,,,2026-01-12,,,,2028-01-12,Unknown,Derived: 24 months from award (Solar),Derived from award date,,NLC India,,Engie; Rays Power; SECI,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5,Industry publication,"Engie, NLC, Rays Power Infra, Oriana Power Win SECI’s 1200 MW Solar Plus 3,600 MWh ESS Auction - Energetica India Magazine",Press report - verify,D,Fresh,2026-09-11,2026-09-12,,,,T-5f338783eb34,T-5f338783eb34-01
Rays Power,Awarded,NLC India,,"Engie, NLC, Rays Power Infra, Oriana Power Win SECI’s 1200 MW Solar Plus 3,600 MWh ESS Auction - Energetica India Magazine",Solar,,1200.0,,600.0,,,,,2026-01-12,,,,2028-01-12,Unknown,Derived: 24 months from award (Solar),Derived from award date,,NLC India,,Engie; Rays Power; SECI,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5,Industry publication,"Engie, NLC, Rays Power Infra, Oriana Power Win SECI’s 1200 MW Solar Plus 3,600 MWh ESS Auction - Energetica India Magazine",Press report - verify,D,Fresh,2026-09-11,2026-09-12,,,,T-5f338783eb34,T-5f338783eb34-02
SECI,Awarded,NLC India,,"Engie, NLC, Rays Power Infra, Oriana Power Win SECI’s 1200 MW Solar Plus 3,600 MWh ESS Auction - Energetica India Magazine",Solar,,1200.0,,600.0,,,,,2026-01-12,,,,2028-01-12,Unknown,Derived: 24 months from award (Solar),Derived from award date,,NLC India,,Engie; Rays Power; SECI,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeEM5YU43UWJjTGQ2OE5pLS1HaHVNdkpzNkNPcUdUVUhzN3JxSFdmWU5FODMwYUhXZ0w0eGRKbGdCNV9tQ1dzdEJ0RDc5OUhGdmY2VFk3bFQtMlVpNkJSV1V6R1MtMTllenlKNGNmYTZwZkpMN1NqWklDci1NVUx3eFZqZS1jTkhkUkFMdHJsS3NGZTN0WXFmcGNiRlZRQTJkTXNaZF9GajJNMFhlSm5RTk1ObG54a09rb1ZsYWJia1lJMVhMU0E?oc=5,Industry publication,"Engie, NLC, Rays Power Infra, Oriana Power Win SECI’s 1200 MW Solar Plus 3,600 MWh ESS Auction - Energetica India Magazine",Press report - verify,D,Fresh,2026-09-11,2026-09-12,,,,T-5f338783eb34,T-5f338783eb34-03
ENGIE,Awarded,SECI,SECI/C&P/IPP/11/0006/25-26,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,,1200.0,600.0,3600.0,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar),Derived from award date,,SECI,,ENGIE; NLC India; Rays Power,,3,Pre-COD,RfS,FY26+,Award date,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5,Industry publication,"ENGIE, NLC India, Rays Power Among Winners of SECI's 1.2 GW Solar Plus 3.6 GWh Storage Auction - scanx.trade",Press report - verify,C,Fresh,2026-09-12,2026-09-12,,2025-06-19,2025-12-02,T-c99bd23af287,T-c99bd23af287-01
NLC India,Awarded,SECI,SECI/C&P/IPP/11/0006/25-26,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,,1200.0,600.0,3600.0,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar),Derived from award date,,SECI,,ENGIE; NLC India; Rays Power,,3,Pre-COD,RfS,FY26+,Award date,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5,Industry publication,"ENGIE, NLC India, Rays Power Among Winners of SECI's 1.2 GW Solar Plus 3.6 GWh Storage Auction - scanx.trade",Press report - verify,C,Fresh,2026-09-12,2026-09-12,,2025-06-19,2025-12-02,T-c99bd23af287,T-c99bd23af287-02
Rays Power,Awarded,SECI,SECI/C&P/IPP/11/0006/25-26,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,,1200.0,600.0,3600.0,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar),Derived from award date,,SECI,,ENGIE; NLC India; Rays Power,,3,Pre-COD,RfS,FY26+,Award date,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5,Industry publication,"ENGIE, NLC India, Rays Power Among Winners of SECI's 1.2 GW Solar Plus 3.6 GWh Storage Auction - scanx.trade",Press report - verify,C,Fresh,2026-09-12,2026-09-12,,2025-06-19,2025-12-02,T-c99bd23af287,T-c99bd23af287-03
ENGIE,Awarded,SECI,SECI/C&P/IPP/11/0006/25-26,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,,1200.0,600.0,3600.0,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar),Derived from award date,,SECI,,ENGIE; NLC India; Rays Power,,3,Pre-COD,RfS,FY26+,Award date,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5,Industry publication,"ENGIE, NLC India, Rays Power Among Winners of SECI's 1.2 GW Solar Plus 3.6 GWh Storage Auction - scanx.trade",Press report - verify,C,Fresh,,2026-09-12,,2025-06-19,2025-12-02,c99bd23af287,c99bd23af287-01
NLC India,Awarded,SECI,SECI/C&P/IPP/11/0006/25-26,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,,1200.0,600.0,3600.0,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar),Derived from award date,,SECI,,ENGIE; NLC India; Rays Power,,3,Pre-COD,RfS,FY26+,Award date,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5,Industry publication,"ENGIE, NLC India, Rays Power Among Winners of SECI's 1.2 GW Solar Plus 3.6 GWh Storage Auction - scanx.trade",Press report - verify,C,Fresh,,2026-09-12,,2025-06-19,2025-12-02,c99bd23af287,c99bd23af287-02
Rays Power,Awarded,SECI,SECI/C&P/IPP/11/0006/25-26,RfS for Setting up of 1200 MW ISTS-connected Solar PV Power Projects with 600 MW/3600 MWh ESS in India (SECI-ISTS-XXI),Solar,,1200.0,600.0,3600.0,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar),Derived from award date,,SECI,,ENGIE; NLC India; Rays Power,,3,Pre-COD,RfS,FY26+,Award date,https://www.seci.co.in/tender-details/YmJz,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPMXVXMk1IRE5iUURFdE9WT05vSTJ6cXluRm5nN2l6N1pZSm5Wbjg3S08wdDFGRm4zTmZYemQyQW05VWhjS2k1SjFZOUZoazlYQkZOU3dqUFA4QXB0WWNEYXAzQmRmX0FObkJaWW9Zb0hnYVI5cUZiXzM1Z0YwZHhKRmJ4SFNTd015c0F3TGs4MlpGX3ZzdDJhTXZtOEdsVWJkN19fVWRxS0U5UlF1TENqb0tmQ0FzWVVUa2EzUUlRY1luZTN6UlYtT0xtSXZZelJsTTNiNVE3bXlsWXJSRXZqVm9qSWdVYkU?oc=5,Industry publication,"ENGIE, NLC India, Rays Power Among Winners of SECI's 1.2 GW Solar Plus 3.6 GWh Storage Auction - scanx.trade",Press report - verify,C,Fresh,,2026-09-12,,2025-06-19,2025-12-02,c99bd23af287,c99bd23af287-03
ENGIE,Awarded,NLC India,,"ENGIE, NLC India, Rays Power & Oriana Bag SECI 1200 MW Solar With 6-Hr BESS Tender - Saur Energy",Solar + Storage,,1200.0,,,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar + Storage),Derived from award date,,NLC India,,ENGIE; Rays Power; SECI,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5,Industry publication,"ENGIE, NLC India, Rays Power & Oriana Bag SECI 1200 MW Solar With 6-Hr BESS Tender - Saur Energy",Press report - verify,D,Fresh,,2026-09-12,,,,T-d97c5c358ed7,T-d97c5c358ed7-01
Rays Power,Awarded,NLC India,,"ENGIE, NLC India, Rays Power & Oriana Bag SECI 1200 MW Solar With 6-Hr BESS Tender - Saur Energy",Solar + Storage,,1200.0,,,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar + Storage),Derived from award date,,NLC India,,ENGIE; Rays Power; SECI,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5,Industry publication,"ENGIE, NLC India, Rays Power & Oriana Bag SECI 1200 MW Solar With 6-Hr BESS Tender - Saur Energy",Press report - verify,D,Fresh,,2026-09-12,,,,T-d97c5c358ed7,T-d97c5c358ed7-02
SECI,Awarded,NLC India,,"ENGIE, NLC India, Rays Power & Oriana Bag SECI 1200 MW Solar With 6-Hr BESS Tender - Saur Energy",Solar + Storage,,1200.0,,,,,,,2026-01-09,,,,2028-01-09,Unknown,Derived: 24 months from award (Solar + Storage),Derived from award date,,NLC India,,ENGIE; Rays Power; SECI,,3,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5,https://news.google.com/rss/articles/CBMizAFBVV95cUxNYXV1cGxJd1JXTE1ISllpalAyMzFkNUI4YV9zQ010dkhOeUZfLVJiN2hYblN2SktIVmlrbk5vcENmUXFDOTFDQjh2UllVWlItMjItMHgwc28tdmlNajNIZ09oSjEtZXlrd19wWFkzUXRhN3BNbjZqcG1rMzl1R2g1UHNSeC1zakt6Smw1NktFUWZ3TTUwUEVzcVlsSW1pZlZZaVpzVjVhUE1hSWJBUm5GdktfYWx1UUkxLXZ3THhlQUJucHJ5LXpycDB0R00?oc=5,Industry publication,"ENGIE, NLC India, Rays Power & Oriana Bag SECI 1200 MW Solar With 6-Hr BESS Tender - Saur Energy",Press report - verify,D,Fresh,,2026-09-12,,,,T-d97c5c358ed7,T-d97c5c358ed7-03
Oswal,Awarded,MSEDCL,,"PM-KUSUM: MSEDCL Awards Over ₹750 Crore Solar Pump Orders to Shakti, Oswal, Saatvik - Saur Energy",Solar,,,,,,,,,2025-12-24,,,,2027-12-24,Unknown,Derived: 24 months from award (Solar),Derived from award date,,MSEDCL,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMizgFBVV95cUxPSXd5S2VUNHhaSWc3NVVJWVdRYWRnOXpzVjlGTEJGT1JkSXd3MDhod3lKbk1TazdHUG41eVRRQkhnWFNLNnQ2X2xFaUlHWmdxMzZrWS1HRm9fdmF1MFhVMlIwQzkwX0l1M21pWGlHcTRMX01sT3hhT2VBOEdjNkI3Y2lQTHA3Vkp0WGhTbF9hbENfUmlCT0ZGVDdvTHJvaTM0akwzbUNsaEJ0dExSOF9ncWRMdUJ3MkY4T0JRU2V4UldZS3NDaVlIQW1WMndIQQ?oc=5,https://news.google.com/rss/articles/CBMizgFBVV95cUxPSXd5S2VUNHhaSWc3NVVJWVdRYWRnOXpzVjlGTEJGT1JkSXd3MDhod3lKbk1TazdHUG41eVRRQkhnWFNLNnQ2X2xFaUlHWmdxMzZrWS1HRm9fdmF1MFhVMlIwQzkwX0l1M21pWGlHcTRMX01sT3hhT2VBOEdjNkI3Y2lQTHA3Vkp0WGhTbF9hbENfUmlCT0ZGVDdvTHJvaTM0akwzbUNsaEJ0dExSOF9ncWRMdUJ3MkY4T0JRU2V4UldZS3NDaVlIQW1WMndIQQ?oc=5,Industry publication,"PM-KUSUM: MSEDCL Awards Over ₹750 Crore Solar Pump Orders to Shakti, Oswal, Saatvik - Saur Energy",Press report - verify,E,Fresh,2026-09-07,2026-09-12,,,,T-5711baf8cc41,T-5711baf8cc41-01
Renew,Awarded,SECI,SECI/C&P/IPP/11/0008/25-26,RfS for Setting up of 1000 kW Grid-Connected RTSPV project on buildings of Rashtrapati Bhavan (RTSPV-Tranche-III),Rooftop Solar,1.0,1.0,,,,,,,2025-12-23,,,,2027-12-23,Unknown,Derived: 24 months from award (Solar),Derived from award date,,SECI,,,,1,Pre-COD,RfS,FY26+,Award date,https://www.seci.co.in/tender-details/YmNx,https://news.google.com/rss/articles/CBMihwFBVV95cUxNeWlaMFc5WW1QZWdfeDJaejdFQ2pJeWxvM1FvVllKZ3poRWNBV0FEekRsS0lmcmFUV2dIOVNfMUZhdW1FMVN0TElaenhua2VWRmVBdmlKbXNMby1Vc0kyb0g2RWNjdE9WMzlIRFZPR2syanJHczRhS1pGRHF4NE42UGR3R0VEQms?oc=5,Industry publication,GRE Renew Enertech Wins SECI’s 1 MW Rooftop Solar Auction - Mercomindia.com,Press report - verify,C,Fresh,2026-09-12,2026-09-12,,2025-09-09,2025-10-14,T-f2ff6c795ea5,T-f2ff6c795ea5-01
